user,venue
108636,7723
146757,4911
91568,13589
59638,16472
48133,11462
51957,43558
34460,21455
43127,925
54405,41096
57581,57918
86519,17689
8388,26207
29211,13897
257641,1363
198662,1374
130314,9707
42406,15071
97287,74668
25110,13047
25152,4848
28310,29405
1537,23187
133970,1509
207123,7016
51445,64971
125639,4583
3793,8228
41557,20622
6318,6023
69093,4556
74134,25353
53545,7297
74134,122
105313,1411
71211,29422
83311,14323
32208,3938
12194,39242
21380,7535
16170,37842
53203,1192
21501,9953
176753,114
265904,1407
36865,20836
57581,20489
48161,13904
256434,5409
14506,34596
15247,555
51957,43558
132803,4156
182169,3188
51939,29538
58020,6293
59796,10799
227258,2038
52992,64714
33560,6856
49774,6251
229361,1553
34323,4318
80503,4156
3125,20553
5067,147002
106855,8334
9595,675
49702,15541
116062,122
6083,12735
62935,578
15,1166
12194,6238
91070,15936
19066,11682
25321,15087
55150,1199
24672,35085
148897,177
230805,1302
21501,422
31106,4448
132611,7044
36055,4869
91070,316
61109,6293
37676,713
72909,46736
45720,985
4241,771
69093,7723
52563,19359
105100,4271
88105,14924
125665,2619
35434,4156
50152,4549
25321,938
64130,837
184856,1761
53708,23124
139525,1177
6998,998
198227,1761
22938,7
193073,7913
13283,10289
60211,13227
171559,4444
61583,82441
28946,14532
38272,10965
149548,464
46145,31047
32880,11681
62189,177
133970,8164
40736,1771
25041,8228
31971,29483
29177,39242
32738,1602
70839,56041
1834,5455
150863,1221
14046,25562
51914,899
24506,575
79486,4549
44210,7966
24915,11681
4407,2025
71211,35833
29320,19879
51939,11934
2538,14462
199925,4839
39619,10289
3517,885559
96032,13463
144261,1818
149253,3474
44792,13924
72170,1156
48639,23119
147677,1111
1834,3284
129977,638
104705,1222
22335,15323
59931,10835
50503,22218
29177,9684
216812,1114
61109,1031
25321,4156
59740,4821
31971,2666
61583,946
145413,7234
250753,681
147338,4539
55358,2596
85609,602
22239,492
68370,82441
86038,1155
28357,11655
107530,156
43577,11637
156694,8133
6993,10489
36242,18411
2501,16189
264033,2166
48208,14197
59284,4734
19335,8046
1581,8025
133970,1995
263418,3835
21380,10604
30526,16671
17566,20489
53706,16119
570,1372
51445,64971
128912,1492
224175,7913
50713,27966
28031,16816
56139,17316
204208,6635
170055,4668
22495,239
119448,3557
50267,23209
28102,14355
31163,33826
130957,1065
72667,23917
7224,205
250033,3413
21380,13212
22531,9156
51445,3524
91070,35085
88489,12991
59796,13146
178972,1625
224175,7913
91774,21558
58900,17465
60211,543
2637,768
28031,13174
103726,3287
28880,30926
2605,9262
105848,39
78099,24535
78137,1109
247092,4435
147338,4539
88716,74896
5663,974
15595,9108
44555,466
4646,41961
73138,423
83935,45393
201445,3044
135804,4507
80552,14389
22658,143
34323,8164
107963,4608
41694,25708
24506,68829
125665,2619
17982,25118
21389,3222
75708,36462
86821,78422
25587,17741
56608,1065
86647,6313
14506,25864
14455,3278
58063,23209
34460,1223
56881,16626
45720,5661
20640,564
570,3526
99922,78624
59283,2657
24915,555
200187,9821
62189,127
17533,5918
61583,15597
73449,13691
115882,1315
40422,31112
73726,21324
4407,17282
55098,69521
27483,13235
88716,97287
186067,1717
73138,43795
59283,1817
16535,985
133970,5606
54289,24154
83935,57328
48965,1279
120838,118
38456,7999
52206,25
54251,21455
248030,2971
14945,1105
6764,917
11571,16816
225770,654
262559,1118
22259,10604
68798,9498
2637,102886
216629,3237
11067,723
13450,1057
24915,915
46145,31047
230811,122
31106,26797
69093,1492
25321,13812
204517,263
38701,476
18406,3235
159682,1283
22239,492
39279,1163
76657,14951
21380,57674
93393,35942
30955,74896
145340,1406
45606,14477
55312,43192
21380,784
53489,13231
50456,1707
4407,2025
93634,4918
79486,1158
91774,7792
40422,1394
27483,11173
181940,1188
93424,5744
211794,1136
74134,57268
207123,102
73774,32783
1338,1441
17435,23209
146467,5733
19066,15146
255611,2166
83935,57328
11908,39242
85787,908
47596,4556
30961,51304
219658,1558
105313,9762
17982,13812
29099,15985
50503,19336
139525,1995
13999,12927
53203,6079
25110,278
83935,57328
3125,407167
238676,127
99922,78624
248686,106
252332,2146
121056,6906
27404,9821
1775,19768
1363,23119
11206,17871
59796,5575
84851,648
40407,51152
58900,15862
25041,4556
36259,4156
59867,47
38272,31117
132611,1006
55238,431
34710,12508
170,4403
18406,12641
74134,25353
155760,1967
181505,1119
48997,46
26015,9962
247092,6352
37565,1555
31064,1091
69903,14494
233597,1526
18345,42705
134,404
250094,925
45534,356
15598,33492
59959,5222
24074,9464
74134,53848
15,91
18885,9615
17516,14435
181644,119
1513,14801
12194,371
74134,122
78325,10786
224242,1931
57014,7852
55428,12577
17238,3624
13799,9707
69093,507
54289,24154
91070,35085
224544,177
23487,14816
36138,13897
13463,23187
107013,1274
20092,7455
8108,23313
53523,14327
230805,5404
28357,585
38456,4156
34323,18167
69903,50167
235647,7675
92532,46
57310,27817
59867,39242
30526,18176
183760,8182
59796,5575
12542,5574
30685,899
73449,46
20714,7913
99922,78624
86519,72714
91070,35085
91568,11372
45720,14714
142268,8046
27184,43052
570,26797
51445,64971
69614,2991
49255,22722
23687,3412
45720,243
17238,9209
89570,16148
1112,73304
6998,6602
39836,15743
51445,64971
1834,4506
125942,1276
28880,29164
45720,18191
14249,33444
24518,12964
20714,21395
11306,21476
38058,17795
29301,13424
87042,3521
11418,2626
2949,27311
147899,1606
15492,82328
59796,12496
748,3184
39109,609
29320,1193
44305,19808
14945,1063
65166,13812
28202,26753
79452,13406
260743,142
45533,27966
184856,1262
43127,11655
4154,110941
16474,16331
48224,6305
205245,2166
52025,12161
47542,1016
51957,43558
183665,9108
2856,194512
155760,8114
28733,1193
86038,11764
26197,764
53706,23379
9769,751
186067,1223
21148,205
145611,899
66148,1376
25587,9934
18885,9615
60211,44907
8952,39242
50503,22218
148897,1331
265904,382
132803,4156
184931,2626
74134,122
17454,13391
43861,7206
128545,6637
107530,651
129680,721
46901,15506
192043,1497
92611,11922
256434,955
31163,13459
50730,12901
17238,422
75708,1483
12215,12328
24672,177
46450,154
7648,22424
48044,7
51957,43558
19732,72668
18345,16574
18345,42705
75708,1291
11075,18222
14783,971
253430,1514
570,23989
36721,42728
47572,12793
39619,11355
44309,23209
38305,10897
48133,577
40407,1501
58900,13904
5159,15901
221167,172
249013,28
26201,13145
8952,39242
570,13921
64560,4156
47463,284
45720,32783
91070,22218
1878,476
4787,130669
54405,41096
54395,954
39802,12818
51957,43558
91070,35085
44932,408
52984,37557
115882,1687
57014,591
55198,7633
23634,39242
22335,7913
28202,5744
180959,1245
78151,22218
43127,4931
49807,1035
86698,10408
83069,3521
119217,3167
81824,13101
149253,1109
6993,78902
29211,68935
75858,812
44792,1369
3793,13687
38456,7999
133970,1162
216811,4206
168813,7467
55238,7776
37459,20592
57981,56577
52962,332
64560,3099
147899,1918
147677,1709
48637,13126
118709,1296
93634,1268
54289,4513
96969,12222
71236,65011
59959,5222
93386,11846
25321,35522
59867,4472
25587,7633
7067,10824
49783,7519
14860,1363
181644,1323
164530,1111
205245,5892
36377,16297
34323,8164
181644,1323
4154,140479
181505,1518
59283,98
42628,1337
97363,4954
49029,13912
50713,75007
17723,12763
179607,5401
150934,2061
96032,13927
6998,18194
28102,14355
8952,39242
24672,4626
131037,7184
91070,35085
33450,13176
17874,21387
133970,1728
36055,494
73961,16859
77887,3912
43577,723
51957,64674
167485,189
208163,1362
61724,45896
96231,1282
16535,14257
31943,17626
126257,424
66463,21661
14783,11902
59283,29937
77298,7876
131041,6914
6344,948
2637,768
51957,64674
54405,41096
24853,5378
15414,15341
60062,381
201672,656
133970,1489
75708,199
56533,5918
49381,14327
22896,78297
265904,1407
137249,4724
49297,473
26015,38689
29921,107
193079,1404
17454,1245
6267,14923
748,10965
48133,11355
59284,38916
112676,713
55358,9611
27483,987
266532,2277
86519,72714
1193,20779
105588,1828
98568,10543
196173,7535
57981,915
91070,35085
60285,23773
33575,14487
69093,30444
136450,89
40536,564
8285,14669
4167,45403
66871,98702
82252,51231
50423,851
149874,792
113120,1199
242978,9684
133970,411
225642,3181
157966,2426
211794,2261
14716,26797
241131,564
4919,2666
198847,1801
49177,64882
128124,447
68798,29101
217394,4348
63433,39242
82582,39261
14860,837
195669,2107
200187,1392
45619,4797
84552,13394
49381,12464
27483,13235
39836,172
68798,4941
74134,41
132572,1978
98753,99891
201445,2416
36138,31314
51957,43558
16447,7796
72909,22366
23264,10784
31106,26797
33085,17026
136348,6822
44699,5389
151828,1921
39836,61274
26055,154
34119,1225
96231,381
21380,31167
50152,111
52992,25701
104627,1166
11947,17607
60556,2538
215988,278
19327,654
21442,3912
43127,13589
147677,1801
42676,12307
92420,4843
69093,1492
238517,119
135690,5892
12215,12328
152794,316
52025,38752
49177,11362
39836,1543
48637,12641
265965,5166
54718,18063
172212,4472
69093,7723
72800,11094
1174,177
59867,13263
18345,42705
30939,679
62083,1268
78151,14582
5183,3227
34710,833
60211,518
57581,25656
104627,7357
38456,7999
84851,22424
207905,1453
260743,142
52589,81383
11571,733
84851,602
216811,1079
54389,13898
59369,20614
51939,6381
13999,24321
15275,12903
129977,1742
6243,502393
13383,1363
48651,85008
238993,3732
18568,612
28102,389
17238,7
29211,11107
38272,2562
20192,8668
72800,38631
196173,7992
190,1119
17023,13174
199027,7501
69593,4889
154106,5918
32738,12049
22495,26353
57014,6793
57437,14494
36881,16625
41955,1501
163156,1398
256434,5409
13999,767
9911,575
53346,42775
48639,11884
39279,46
21452,35085
87557,5899
98756,89
25041,16953
43577,8228
93379,42059
22335,23119
1664,6468
62935,2623
59283,16858
105569,8893
18345,15245
43127,41839
24672,1086
47991,1124
6344,172
55358,30828
141794,4556
462,2585
149253,131
60257,37842
79452,2967
28925,23209
61567,9934
4766,15856
49029,13912
27882,26324
45720,1483
13173,471
14506,25864
32880,37983
88785,64971
61583,15597
39619,11681
25152,12037
26289,5639
149253,1518
52563,21455
96969,30907
213351,1839
30526,85302
97287,6313
181660,3281
43577,15071
24518,1543
56139,8625
252332,1918
68496,98639
2501,16189
21881,1492
38456,7999
67297,78
68496,5661
18406,12641
46494,44499
137249,1355
122031,34
51939,7206
105313,1467
28946,824
256434,851
73076,37053
149253,2078
2874,12621
67859,51152
61001,917
173878,7202
208452,4429
15,1329
20640,907
48133,7095
21501,609
14455,83038
28202,2499
59931,11954
2358,16816
57981,16439
47859,8131
3793,49621
262811,2173
93386,5661
200187,1668
152794,1342
82146,11704
49783,1031
80608,948
52086,27315
29087,9719
106855,7267
196173,513
153818,1085
147899,1625
242978,1734
49805,1177
149874,1636
115882,1084
43136,17821
7366,51231
133970,5606
43677,7796
49807,23313
24438,4731
254301,5054
86519,12134
57981,39375
191295,6148
222600,1376
2033,14327
69093,14058
149253,7319
107013,6352
51445,7874
132546,1981
144744,1223
6709,554
25041,42775
3125,1086
261843,1709
8952,39242
36058,1091
63433,39242
257,371
84851,12118
107580,1644
11418,845
25624,12458
25627,1428
15602,17415
6709,31853
144266,1082
48637,1163
16474,15193
24360,1282
209553,1136
17874,13458
108636,1379
44889,4506
57473,2028
42283,596
21380,349
201683,8225
26201,17689
135690,945
38456,7999
69593,11318
38407,602
5484,13904
14466,20614
79142,985
24074,13424
169728,7908
28761,78902
247092,1449
167485,408
36865,609
219658,177
14783,10607
198603,2799
80605,11872
16474,11259
11206,9262
43410,22949
19762,1002
12611,484
60486,337
32916,56596
4407,39416
1317,34405
81824,12636
5159,2585
22658,1395
550,1063
37235,7
22896,15661
21380,1554
53489,53848
31106,13115
177501,1043
96231,11255
17874,5729
80552,69525
201683,1709
42676,1177
45534,464
45720,32783
20537,1282
18345,42705
17516,12906
29745,122
24506,1086
4154,78902
36865,13986
15602,744
87557,6251
6993,147002
93379,35522
52856,1602
36514,948
43577,19411
78645,23026
21496,15061
51914,20433
21380,13129
24672,1091
27483,13235
28946,2967
8388,102886
32341,11872
144261,1818
9320,3224
226771,2537
80552,29816
61245,21513
224128,3167
113120,165
6764,10235
144261,1818
7648,11882
149253,2415
39836,15743
27682,1574
51957,43558
48072,57887
125322,7796
70839,6894
133970,1449
31971,34938
37459,6225
159682,2534
47260,13897
44309,27966
78151,1497
86519,1063
69614,1251
50503,22218
17238,9209
40253,7097
106855,1569
250159,172
149253,1518
23045,18221
251235,6684
142512,3277
78151,17426
45533,80645
35730,1069
50503,6532
88996,111
45010,115
173878,555
29211,239
1338,23209
181940,109
122003,7
14287,718
21501,23209
12542,4156
116122,1761
8388,773
238676,447
190590,608
189093,1797
21380,1225
11206,424
15247,6635
133970,6127
68496,8223
260743,142
26539,7025
17723,1412
43905,1501
157966,4797
32341,11012
44739,8223
3793,26199
119217,845
118709,9792
193339,98
183355,2103
1106,1407
25336,4731
144261,1818
224175,7677
85787,833
32939,13904
167708,4725
13173,471
39802,12818
250094,8131
86797,938
8952,39242
32939,27642
47505,23912
24506,10225
54405,41096
77428,1193
27483,55764
81824,1271
48350,10026
18840,205
30935,2228
149253,1518
25587,17472
45619,13603
9171,43795
61583,15597
72170,1156
153503,3162
8767,13447
51445,396
157966,1323
107530,4749
118710,4941
59179,13146
98753,29705
17190,1193
149548,723
39836,15743
59179,1412
66854,3229
147338,4843
146757,4815
51957,43558
15683,4843
4373,47569
101206,1222
20640,28841
34460,3423
146757,837
171559,1769
173861,5404
8388,102886
239426,3786
24794,12018
18345,5166
33450,11029
224544,2619
29921,23997
5067,4156
1317,7594
288,23989
40536,564
13999,12927
36865,21455
44932,13519
60700,2791
205591,1747
6360,2967
18840,51152
63239,51231
51957,105
87557,25183
183760,1323
49610,13457
83935,50731
1192,33691
2501,16189
29301,1744
32939,25376
836,13687
39371,13463
41558,1231
44581,417
44699,17607
80552,29816
211167,1016
13999,89
73449,356
5742,20077
48208,30926
237785,1117
113120,1199
59796,12496
96231,4556
45720,22715
2538,14462
219658,545
16474,16816
34119,4843
49029,13912
38133,1063
146757,4911
18345,4156
118847,4
59867,13263
158275,4777
133970,6127
80552,29816
19387,1497
247092,471
31106,2967
23200,5235
24915,11681
215301,3184
29177,81254
1752,514
70202,13912
142669,3521
96724,13942
45720,10841
139930,4319
38456,7999
47178,17835
137169,2788
64560,4156
77887,36438
48044,7723
44213,10073
58953,3557
36058,1086
237785,1501
55358,122
27483,13235
34323,8164
20640,466
46901,17643
82732,948
58220,4829
15416,12903
95618,16189
15247,9652
102859,1778
72909,11734
24915,15904
135690,1258
39836,15743
80608,1152
29638,17697
69093,1492
17238,82634
56139,8625
41376,17137
193079,3218
48224,7749
181644,119
19965,52287
157966,7206
4646,51231
20706,30515
27483,987
30685,612
46026,4472
38261,51304
80318,905
164530,1449
78151,11775
14860,24001
53706,96499
155760,1402
57992,278
5484,197
42676,31133
1158,408
43130,466
23524,28415
71290,16855
148837,2322
90175,2524
2637,768
65514,39242
49702,4839
75708,14532
25662,68935
53489,51967
56697,33675
37459,7524
28202,2499
265965,5867
4167,11056
21380,19414
6243,578
118709,1192
3967,10289
48637,53848
175163,6732
60601,6151
52025,38752
142669,1026
60486,59059
193339,1935
69093,1492
55358,7988
135690,1055
183355,9772
86698,449
52025,4156
27404,9821
45720,15463
62722,73222
61388,16377
46901,72714
265904,1407
27483,11173
121056,2028
44581,12753
87196,284
126257,2426
256434,3075
39836,15743
58686,1395
175941,2232
39836,15743
175516,108
1002,11775
60062,17162
17238,9209
8952,39242
7599,7
78325,18159
64560,4156
169695,6402
20714,21395
125639,7913
46697,1128
214716,5744
5009,13047
12215,12328
93634,14265
78325,19666
81824,13101
60486,25711
57310,16118
195588,1921
27483,11934
130314,1663
99922,1071
11306,35563
44932,1375
230376,3798
62935,48
165056,899
1106,22351
54488,52205
68370,82441
51445,16407
4766,7
86519,16574
224544,577
209734,4028
14249,9652
32189,1008
170,908
8051,15
17238,16119
249461,476
56139,8625
51946,9204
247092,4419
55428,11934
105848,2432
69093,7723
2501,47056
249013,6514
16049,3222
181644,1283
26970,22214
15440,23313
25627,1428
198227,1586
69145,13145
119217,1086
74134,82254
39836,15743
48044,608
570,502393
222505,5867
101472,749
34323,41122
81157,17697
23524,32873
186359,2183
200142,1356
25627,1201
31251,1441
241131,851
2209,12042
29211,11107
17374,30863
53109,19393
17566,917
60893,18176
204573,8223
266712,4889
29211,13897
139307,1801
97363,10835
176753,3535
224544,3609
153818,4561
24915,278
51445,3524
265643,1375
22799,29825
14506,25864
12991,31045
4646,408
22799,51419
65166,13342
86519,20184
1513,7796
40536,37983
192603,18
54393,8035
22056,10897
241871,4429
178972,2103
25110,21157
25627,33691
213188,8158
36721,14854
23524,14532
17885,899
266532,1918
23003,3421
92341,7
51445,64971
22365,28415
14506,88556
83565,11238
78151,10354
33085,14503
175516,8041
261843,3841
44226,21455
204573,1594
13173,98702
65046,5235
16447,8061
27184,11012
122760,1473
78151,1497
39802,29937
108636,3747
77823,4156
45533,27966
15247,11462
41376,417
61583,12067
27483,11173
211167,1213
45063,69215
49702,141
19066,28929
38491,564
1499,808115
105588,13
55825,49624
181660,2013
34460,12833
50423,4855
108636,899
88331,13605
149253,1271
51957,64674
97634,17795
17238,82634
128545,6732
2637,768
84851,15313
141204,512
38005,68311
5291,1163
150934,46
75858,18
18213,13447
8767,577
48071,9223
112676,7709
18568,13174
56139,8625
87557,254
47505,602
51445,64971
6359,10853
68295,68935
28761,17795
46901,1268
97744,20885
250159,1687
145413,1596
91070,35085
91045,985
20616,9727
144744,1223
23487,564
33330,17689
147677,9945
48651,39
237785,7202
19941,21817
8388,40348
25110,8061
6998,14457
45573,107
47699,5377
202050,5918
65308,47381
38456,27966
57576,13233
132,45393
51445,64971
30476,1245
50869,2673
31106,11112
18345,42705
143431,1476
107013,1317
32257,23655
241871,1188
59122,23026
670,25597
39619,13261
247092,471
224531,1006
4787,452
158446,1815
200185,1192
38272,40886
186359,2621
37235,75955
10469,32582
34323,53184
113120,4989
135690,4671
10503,3184
59796,14197
8466,73254
2072,82328
17726,33031
34281,11846
13799,4156
65853,14503
13880,10965
5067,7854
145611,1571
175516,4547
78151,1497
107013,6532
53523,1395
131041,4618
38456,7999
6908,105
152794,4382
45720,29594
135690,1315
31106,6793
43905,65144
141204,5608
133970,2804
40536,12412
119448,555
204517,1639
21747,21387
264953,1347
8388,21387
44739,1002
42029,17697
28202,13923
23142,3227
167485,618
17566,91
8952,29422
207905,472
22239,17607
1342,13525
166135,9611
49297,50719
142512,5918
20401,14549
52312,12222
183355,459
836,26442
199925,1079
16474,11846
2949,125941
73076,4429
1193,14494
204573,21
56139,8625
34119,23138
55222,1113
23200,69
102,10814
13173,1707
19762,19713
198847,4821
51939,648
99922,14378
247092,1361
15275,17415
45249,93394
105313,1939
24074,11882
133970,1742
49807,11775
7366,11355
59283,29937
119217,1427
69093,507
138382,1291
9320,18009
17982,13337
37026,11012
14249,57268
11206,3335
49255,7796
69903,10824
51445,64971
43677,16195
33264,955
54428,52156
262811,9615
65876,44353
77298,1948
11571,2633
42676,6299
133970,411
25321,11913
28446,15146
192603,25
91070,35085
29958,20489
49029,13912
181660,2062
47505,68216
12611,13073
118709,5904
1964,10719
18568,612
10525,1602
10469,18194
59796,17779
44309,27966
151828,1023
80552,29816
47991,5744
25336,6856
14578,28675
69903,1329
14783,23209
98609,14669
32257,19206
33575,2025
247092,1199
253922,1205
32939,17698
226771,2967
29312,7913
242412,3422
142268,1166
92584,14058
47991,482
214471,4072
147510,8205
49805,654
138109,1228
7860,1251
40536,11734
43677,591
43410,1177
131875,851
2949,27311
204517,1361
60486,8947
15683,13145
200185,1192
53523,5744
52230,33846
25624,11921
61424,15716
29958,4843
60211,4529
87557,12067
202698,8832
41558,51231
237785,2123
130314,1663
250033,1586
14716,1425
15828,4472
46513,7095
72,73254
51914,11884
8952,39242
48224,788
14945,26627
202494,2578
23634,39242
43127,11856
158446,1086
34323,18167
27783,14833
44778,23989
59396,564
38448,16126
50503,19336
132572,21
82113,25
78151,30525
2637,15608
104832,7723
57581,1428
15974,264
98568,10543
149874,1304
149253,2987
34119,10489
17734,603
13450,24355
25110,926
46145,21513
72909,7796
105313,3423
88434,15463
53109,28322
38448,8515
61583,12067
24915,12833
91070,15936
36058,199
30476,11635
52118,4145
15,1254
39231,28427
144744,4911
224544,159
27682,15302
122123,6856
58063,25753
181940,9496
105154,2018
147338,1146
257,422
3744,13227
97107,28279
49297,11846
34460,36389
24772,845
105313,1008
53759,3218
180959,1602
23003,67
59796,21547
6998,13872
53346,10824
26289,66837
37676,98
233597,1526
31106,26202
59796,12496
24506,5639
47859,4156
224175,7677
49783,12834
41751,7627
35165,9305
196173,7107
147899,1606
57014,6793
172909,2515
266532,1918
139608,7551
26759,44082
150934,1458
16498,44441
1537,147002
10244,808
2443,41127
9171,21818
14506,25864
61405,38612
47663,526
44865,99044
18545,26202
11206,12053
3967,10289
24772,50167
49766,10965
212835,1497
50730,8334
29832,32629
28102,76901
256434,5409
34460,6602
39836,15743
8388,773
5484,16167
23235,38689
80605,1651
11341,7332
260743,142
205245,1076
38456,332
4546,242095
199027,528
252332,177
59959,5222
64748,15313
44226,24496
47378,13245
108636,3821
51957,43558
25110,371
126257,262
47505,2
102110,7025
114319,14
68409,851
62736,1163
23248,10643
43127,28788
147510,8205
59612,639
46145,67
14506,13295
3967,30415
38305,1025
192043,1965
99922,78624
137249,4516
49766,15707
52005,34973
135690,955
51946,2585
145413,2379
1193,5867
145413,3175
15206,12577
31686,1651
80552,29816
31251,13152
26539,1209
2720,1411
459,1782104
79142,7
52962,57268
186067,1326
31083,36718
80487,8702
47505,5235
98013,21817
166053,8953
29466,27642
108636,1918
1042,204
45720,12159
41558,15323
135804,2164
147883,1341
235647,255
29177,4608
31251,13872
49807,239
7224,11954
18406,19674
174167,7175
201683,1635
237785,1268
45720,841
11571,12598
198227,2182
51445,64971
247092,1361
251235,105
86519,4608
193261,1681
146757,4815
66227,11655
43410,415
12215,12328
1509,1231
34460,1223
49702,2577
34832,10604
46697,4461
45720,10192
208163,1196
27483,50167
207123,3497
55716,1163
213188,1636
18562,1193
36758,1245
34323,8164
27483,50167
144261,1818
28925,71745
195601,1747
59679,5648
235647,5004
1163,492
17034,61132
99843,4889
40771,15904
51975,59059
63433,886
129977,1602
250094,6287
48044,22366
1192,28999
68496,15258
39619,15071
1964,908
222469,1326
14860,837
146485,143
1002,6808
98013,266
2637,22804
121056,4777
28946,845
201445,3044
49029,13912
13999,9212
558,69953
17238,82634
38456,7999
92584,18092
32939,4561
80552,29816
18151,6402
52118,4145
202698,8491
17141,6238
186359,1497
224128,4482
10675,1086
224128,1309
36242,18411
11367,13227
104705,108
57581,57918
247092,3557
116122,3184
45534,1425
8952,39242
1002,11536
48276,14187
149253,3474
5159,26124
18213,3923
6315,14263
2839,17697
17238,82634
238676,172
36721,1268
139307,139
748,9953
230811,1307
131041,4725
53489,13231
222600,1085
55358,28039
35458,5904
50503,19432
125990,6023
91070,35085
154106,1682
17435,1086
49391,12374
6315,51231
56139,8625
66148,1069
49702,36462
211167,1223
24230,23765
146485,2141
38074,985
52312,32586
145413,9615
59283,29937
7366,6813
249243,1728
49177,74191
83311,13836
36384,51152
75177,926
54488,52205
8388,554
81824,13101
242789,1737
48637,1602
49029,13912
38407,1703
247092,4435
105154,4156
183665,8125
46585,5769
38005,76554
21389,2286
145611,2089
39836,15743
241131,143
16535,47247
72943,12161
179616,1467
98013,4392
241871,2399
47505,13047
34710,12575
48655,20329
24672,10074
48133,13589
250753,3747
266532,1918
96032,14503
149710,7999
263418,8041
51939,447
224128,1197
241871,1747
33818,6881
45720,523
99922,78624
8767,6518
9253,1554
235647,1592
236265,1193
41376,1137
93379,1007
238993,1302
66854,10694
234704,1636
49029,13912
48133,7203
51957,43558
45830,51304
9911,123
1878,21406
133970,411
70380,12346
51939,11134
48682,578
28102,4934
106855,5004
542,945
173861,5404
60486,1156
39802,925
46494,6506
38456,14196
91070,31052
105848,4741
44739,10324
61424,1498
51341,1201
252332,6855
45808,20592
6315,14263
107580,1188
14860,19954
88331,648
235647,1049
36721,21157
208163,7723
14506,25864
256434,5409
49161,7913
6665,15412
23487,14816
38133,36438
23264,908
29211,239
86519,885
42406,26753
226771,2331
39178,21547
122003,1055
21881,12914
43136,6023
9911,6999
48350,1031
75708,40177
45720,10841
53523,16148
204573,5474
79988,68935
134677,1379
836,11147
78151,30525
178067,3923
150025,2687
224531,4156
24794,13634
22799,886
45720,6434
84875,8625
78141,65189
58063,31027
251235,103
68409,12149
41376,23989
250094,2778
69593,4326
25321,10965
207248,925
171647,102
27682,25081
39301,1152
20537,3298
30939,177
45720,15139
230811,6684
61583,12067
68295,68935
30961,526
237785,9611
128545,91
51445,396
63433,39242
1267,571
170055,1534
30820,66081
79352,3218
52091,29538
29193,11134
5742,20077
9527,6381
21501,3521
22575,56534
24296,13108
153818,423
16474,16331
2637,12542
82252,2452
34323,8164
133970,411
31106,27585
49731,25
6886,10604
115700,2586
53930,7079
53430,15209
11947,17607
59284,1065
44739,8223
133970,1728
64560,602
173861,5258
42437,564
158442,263
146757,4815
115495,654
5067,4156
59283,29937
6083,39815
24794,21833
243208,2321
25321,9264
222469,1257
29415,12543
86519,23026
12310,4987
72909,262
96156,46
184931,5115
75994,3184
173878,122
24794,3582
126257,8224
8767,14487
4697,21413
224544,25
59740,4821
145611,2089
24468,12094
60285,9298
38456,7999
25041,4987
72667,81976
15275,11114
43198,21345
45720,18177
46448,12121
32744,17821
48133,1268
63432,11094
99922,15479
18345,42705
101206,1262
65695,4556
29320,948
43577,25
40771,72668
78275,21841
58774,11259
51445,64971
48161,36314
56139,8625
23264,6906
24274,29405
133970,411
55428,13108
51445,85302
44226,44907
77380,31112
36138,30828
33450,928
34832,7025
39619,8115
93634,13745
51957,43558
13999,24321
59959,5222
72909,16576
56139,19004
570,13233
138109,4429
15598,17341
72909,25
56139,8625
2621,16564
12991,11954
38456,14196
42283,12118
263104,1829
17034,1759
11306,476
46035,4156
33560,6856
75708,7893
112676,7723
16049,9204
64892,186
233714,1569
44739,651
10962,49736
21380,28154
46585,42705
250753,1801
65046,7524
86038,4625
5009,28605
17435,5222
132611,3843
33989,28369
57437,1199
29921,899
92202,16811
36202,22145
59796,21547
11306,22214
2033,14327
51957,43558
43577,1376
112676,1331
87557,38064
13880,22214
22259,12231
126257,8334
104705,1119
47991,31853
49807,29212
147338,4145
27184,13145
68370,7796
44932,7297
15602,11055
57056,10074
105848,575
11367,10604
222359,1353
55222,57281
33583,13129
200142,1356
20640,13463
14141,24364
36758,123
12310,11012
59867,3281
7105,66837
6998,812
46494,16407
5067,147002
51375,73581
52086,17031
254301,5054
78151,13971
11418,337
45720,7507
50343,20374
130314,1663
54718,948
69593,654
31742,6299
59179,12037
48637,8114
69614,2991
13999,2452
3793,13016
49161,1596
8952,39242
20186,8953
48197,167
59361,27102
146485,4358
39836,12277
224242,7445
29123,7859
236265,1246
10675,16953
200408,6187
224544,1433
49783,851
52970,1759
255906,337
23200,142
230811,513
48751,16027
17454,10256
32791,38689
57056,10824
43367,9436
17023,472
130314,1191
235647,6694
29177,114
68295,68935
6998,51385
148605,3175
91102,1773
43127,10302
21380,1499
54289,24154
67881,11989
93386,11214
39836,8164
21452,8045
11418,6057
47683,4454
77380,3184
51914,14448
34323,51813
87602,12566
14543,57918
142669,5637
29745,17472
9962,7507
51957,43558
57576,1119
6360,12468
59122,19206
31971,11856
21501,12577
79452,65144
50631,7097
24915,11271
108636,6293
12215,12328
204573,3509
15691,81616
105588,1079
21380,20553
78325,7675
204517,2164
51445,64971
181660,4537
55150,11819
23014,7557
97744,12833
71211,29422
37676,10289
203269,974
31322,81254
79452,14801
59959,5222
74134,122
93634,6732
155760,655
132,45393
32738,12493
25627,1428
133957,789
55150,1001
9803,140479
262559,7
181940,1245
181644,119
58385,10054
45720,71641
39619,7792
31251,13872
82113,11855
28682,13047
